imagem,classe,cod_endereco,lat_geodesica,long_geodesica,data
data/no_defect/0000158-000007-040ECE0028E0-0346.0834S-03828.9279W-20180906112537365.jpg,no_defect,040ECE0028E0,"03º46'08,34""","038º28'92,79""",2018-09-06 11:25:37
data/no_defect/0000021-000001-040ECE0010E0-0344.8160S-03828.7935W-20180906112920927.jpg,no_defect,040ECE0010E0,"03º44'81,60""","038º28'79,35""",2018-09-06 11:29:20
data/no_defect/0001728-000086-025ECE0050S0-0352.2787S-03822.6610W-20180913105033222.jpg,no_defect,025ECE0050S0,"03º52'27,87""","038º22'66,10""",2018-09-13 10:50:33
data/no_defect/0001848-000092-040ECE0275D0-0416.5210S-03802.4437W-20180904121423448.jpg,no_defect,040ECE0275D0,"04º16'52,10""","038º02'44,37""",2018-09-04 12:14:23
data/no_defect/0003267-000163-040ECE0310D0-0424.9631S-03750.8286W-20180904123112353.jpg,no_defect,040ECE0310D0,"04º24'96,31""","037º50'82,86""",2018-09-04 12:31:12
data/no_defect/0001165-000058-025ECE0090S0-0356.1244S-03820.1212W-20180906101146549.jpg,no_defect,025ECE0090S0,"03º56'12,44""","038º20'12,12""",2018-09-06 10:11:46
data/no_defect/0006550-000327-085ECE0550S0-0257.7107S-04054.3055W-20180824103226663.jpg,no_defect,085ECE0550S0,"02º57'71,07""","040º54'30,55""",2018-08-24 10:32:26
data/no_defect/0010918-000545-040ECE0275D0-0419.9568S-03758.9895W-20180904121900984.jpg,no_defect,040ECE0275D0,"04º19'95,68""","037º58'98,95""",2018-09-04 12:19:00
data/no_defect/0002977-000148-040ECE0070D0-0352.8612S-03827.1913W-20180904091404688.jpg,no_defect,040ECE0070D0,"03º52'86,12""","038º27'19,13""",2018-09-04 09:14:04
data/no_defect/0005139-000256-040ECE0320D0-0427.1599S-03748.6619W-20180904123427386.jpg,no_defect,040ECE0320D0,"04º27'15,99""","037º48'66,19""",2018-09-04 12:34:27
data/no_defect/0013285-000664-085ECE0550S0-0258.4866S-04057.8598W-20180824103621036.jpg,no_defect,085ECE0550S0,"02º58'48,66""","040º57'85,98""",2018-08-24 10:36:21
data/no_defect/0005337-000266-040ECE0150D0-0359.7025S-03820.1371W-20180904093117543.jpg,no_defect,040ECE0150D0,"03º59'70,25""","038º20'13,71""",2018-09-04 09:31:17
data/no_defect/0000733-000036-040ECE0028E0-0346.3971S-03828.9002W-20180906112435839.jpg,no_defect,040ECE0028E0,"03º46'39,71""","038º28'90,02""",2018-09-06 11:24:35
data/no_defect/0004903-000245-040ECE0150D0-0359.5072S-03820.2718W-20180904093101445.jpg,no_defect,040ECE0150D0,"03º59'50,72""","038º20'27,18""",2018-09-04 09:31:01
data/no_defect/0005442-000272-085ECE0550S0-0257.5507S-04053.7284W-20180824103114466.jpg,no_defect,085ECE0550S0,"02º57'55,07""","040º53'72,84""",2018-08-24 10:31:14
data/no_defect/0001082-000054-040ECE0150D0-0357.9871S-03821.6868W-20180904092807544.jpg,no_defect,040ECE0150D0,"03º57'98,71""","038º21'68,68""",2018-09-04 09:28:07
data/no_defect/0001886-000094-025ECE0190S0-0403.0398S-03811.2251W-20180906090612913.jpg,no_defect,025ECE0190S0,"04º03'03,98""","038º11'22,51""",2018-09-06 09:06:12
data/no_defect/0015270-000763-085ECE0550S0-0258.9302S-04058.8841W-20180824103718507.jpg,no_defect,085ECE0550S0,"02º58'93,02""","040º58'88,41""",2018-08-24 10:37:18
data/no_defect/0000013-000000-040ECE0010E0-0344.8129S-03828.7931W-20180906112921783.jpg,no_defect,040ECE0010E0,"03º44'81,29""","038º28'79,31""",2018-09-06 11:29:21
data/no_defect/0014755-000737-085ECE0550S0-0258.8233S-04058.6046W-20180824103703168.jpg,no_defect,085ECE0550S0,"02º58'82,33""","040º58'60,46""",2018-08-24 10:37:03
data/no_defect/0001566-000078-025ECE0090S0-0356.2311S-03819.9278W-20180906101202559.jpg,no_defect,025ECE0090S0,"03º56'23,11""","038º19'92,78""",2018-09-06 10:12:02
data/no_defect/0008129-000406-085ECE0550S0-0257.9206S-04055.1506W-20180824103343051.jpg,no_defect,085ECE0550S0,"02º57'92,06""","040º55'15,06""",2018-08-24 10:33:43
data/no_defect/0005590-000279-040ECE0275D0-0417.8418S-03800.9517W-20180904121615844.jpg,no_defect,040ECE0275D0,"04º17'84,18""","038º00'95,17""",2018-09-04 12:16:15
data/no_defect/0019794-000989-085ECE0550S0-0259.3043S-04101.3794W-20180824103928667.jpg,no_defect,085ECE0550S0,"02º59'30,43""","041º01'37,94""",2018-08-24 10:39:28
data/no_defect/0004028-000201-040ECE0150D0-0359.1109S-03820.5594W-20180904093027232.jpg,no_defect,040ECE0150D0,"03º59'11,09""","038º20'55,94""",2018-09-04 09:30:27
data/no_defect/0000031-000001-040ECE0010E0-0344.8183S-03828.7939W-20180906112919327.jpg,no_defect,040ECE0010E0,"03º44'81,83""","038º28'79,39""",2018-09-06 11:29:19
data/no_defect/0001405-000070-040ECE0070D0-0352.4542S-03827.8574W-20180904091126697.jpg,no_defect,040ECE0070D0,"03º52'45,42""","038º27'85,74""",2018-09-04 09:11:26
data/no_defect/0000272-000013-040ECE0350E0-0434.1119S-03747.5109W-20180905113300822.jpg,no_defect,040ECE0350E0,"04º34'11,19""","037º47'51,09""",2018-09-05 11:33:00
data/no_defect/0007736-000386-010ECE0020E0-0349.2159S-03825.9760W-20180913111800302.jpg,no_defect,010ECE0020E0,"03º49'21,59""","038º25'97,60""",2018-09-13 11:18:00
data/no_defect/0006277-000313-040ECE0348D0-0433.2907S-03747.8009W-20180904124155438.jpg,no_defect,040ECE0348D0,"04º33'29,07""","037º47'80,09""",2018-09-04 12:41:55
data/no_defect/0003165-000158-040ECE0290D0-0423.0203S-03753.9153W-20180904122649650.jpg,no_defect,040ECE0290D0,"04º23'02,03""","037º53'91,53""",2018-09-04 12:26:49
data/no_defect/0000783-000039-085ECE0550S0-0255.9547S-04051.6632W-20180824102812604.jpg,no_defect,085ECE0550S0,"02º55'95,47""","040º51'66,32""",2018-08-24 10:28:12
data/no_defect/0012517-000625-085ECE0570S0-0302.3714S-04114.4575W-20180824105805526.jpg,no_defect,085ECE0570S0,"03º02'37,14""","041º14'45,75""",2018-08-24 10:58:05
data/no_defect/0003389-000169-040ECE0310D0-0425.0193S-03750.8044W-20180904123116732.jpg,no_defect,040ECE0310D0,"04º25'01,93""","037º50'80,44""",2018-09-04 12:31:16
data/no_defect/0000367-000018-040ECE0320D0-0425.3542S-03750.4893W-20180904123148949.jpg,no_defect,040ECE0320D0,"04º25'35,42""","037º50'48,93""",2018-09-04 12:31:48
data/no_defect/0000044-000002-040ECE0348D0-0429.9327S-03748.0253W-20180904123753761.jpg,no_defect,040ECE0348D0,"04º29'93,27""","037º48'02,53""",2018-09-04 12:37:53
data/no_defect/0000506-000025-040ECE0275D0-0416.1898S-03803.0939W-20180904121341671.jpg,no_defect,040ECE0275D0,"04º16'18,98""","038º03'09,39""",2018-09-04 12:13:41
data/no_defect/0000012-000000-040ECE0010E0-0344.8129S-03828.7931W-20180906112921900.jpg,no_defect,040ECE0010E0,"03º44'81,29""","038º28'79,31""",2018-09-06 11:29:21
data/no_defect/0000019-000000-040ECE0010E0-0344.8129S-03828.7931W-20180906112921151.jpg,no_defect,040ECE0010E0,"03º44'81,29""","038º28'79,31""",2018-09-06 11:29:21
data/no_defect/0000345-000017-085ECE0230D0-0327.8995S-03909.7941W-20180821145103659.jpg,no_defect,085ECE0230D0,"03º27'89,95""","039º09'79,41""",2018-08-21 14:51:03
data/no_defect/0000466-000023-040ECE0028E0-0346.2443S-03828.9135W-20180906112501304.jpg,no_defect,040ECE0028E0,"03º46'24,43""","038º28'91,35""",2018-09-06 11:25:01
data/no_defect/0007550-000377-010ECE0020E0-0349.3088S-03826.0137W-20180913111753293.jpg,no_defect,010ECE0020E0,"03º49'30,88""","038º26'01,37""",2018-09-13 11:17:53
data/no_defect/0002709-000135-085ECE0590S0-0303.9371S-04114.9482W-20180824110137603.jpg,no_defect,085ECE0590S0,"03º03'93,71""","041º14'94,82""",2018-08-24 11:01:37
data/no_defect/0004712-000235-040ECE0348D0-0432.4508S-03747.9496W-20180904124107137.jpg,no_defect,040ECE0348D0,"04º32'45,08""","037º47'94,96""",2018-09-04 12:41:07
data/no_defect/0004537-000226-085ECE0570S0-0302.4770S-04110.8061W-20180824105245894.jpg,no_defect,085ECE0570S0,"03º02'47,70""","041º10'80,61""",2018-08-24 10:52:45
data/no_defect/0001319-000065-085ECE0570S0-0301.5567S-04109.4885W-20180824105117718.jpg,no_defect,085ECE0570S0,"03º01'55,67""","041º09'48,85""",2018-08-24 10:51:17
data/no_defect/0005729-000286-010ECE0020E0-0350.2726S-03826.1799W-20180913111633878.jpg,no_defect,010ECE0020E0,"03º50'27,26""","038º26'17,99""",2018-09-13 11:16:33
data/no_defect/0002632-000131-085ECE0590S0-0303.8986S-04114.9417W-20180824110134675.jpg,no_defect,085ECE0590S0,"03º03'89,86""","041º14'94,17""",2018-08-24 11:01:34
data/no_defect/0002817-000140-040ECE0310D0-0424.7157S-03750.8799W-20180904123054165.jpg,no_defect,040ECE0310D0,"04º24'71,57""","037º50'87,99""",2018-09-04 12:30:54
data/no_defect/0002287-000114-040ECE0310D0-0424.4333S-03750.9342W-20180904123035580.jpg,no_defect,040ECE0310D0,"04º24'43,33""","037º50'93,42""",2018-09-04 12:30:35
data/no_defect/0004904-000245-040ECE0320D0-0427.0712S-03748.7523W-20180904123414257.jpg,no_defect,040ECE0320D0,"04º27'07,12""","037º48'75,23""",2018-09-04 12:34:14
data/no_defect/0002650-000132-040ECE0310D0-0424.6308S-03750.8952W-20180904123047483.jpg,no_defect,040ECE0310D0,"04º24'63,08""","037º50'89,52""",2018-09-04 12:30:47
data/no_defect/0000009-000000-040ECE0170E0-0401.4398S-03818.9151W-20180906094810319.jpg,no_defect,040ECE0170E0,"04º01'43,98""","038º18'91,51""",2018-09-06 09:48:10
data/no_defect/0001889-000094-040ECE0275D0-0416.5284S-03802.4280W-20180904121424696.jpg,no_defect,040ECE0275D0,"04º16'52,84""","038º02'42,80""",2018-09-04 12:14:24
data/no_defect/0007201-000360-040ECE0275D0-0418.4790S-03800.3583W-20180904121703021.jpg,no_defect,040ECE0275D0,"04º18'47,90""","038º00'35,83""",2018-09-04 12:17:03
data/no_defect/0012277-000613-085ECE0570S0-0302.4512S-04114.3763W-20180824105735275.jpg,no_defect,085ECE0570S0,"03º02'45,12""","041º14'37,63""",2018-08-24 10:57:35
data/no_defect/0000140-000007-040ECE0320D0-0425.2732S-03750.5721W-20180904123140833.jpg,no_defect,040ECE0320D0,"04º25'27,32""","037º50'57,21""",2018-09-04 12:31:40
data/no_defect/0001150-000057-010ECE0010E0-0347.1952S-03826.4706W-20180913112059451.jpg,no_defect,010ECE0010E0,"03º47'19,52""","038º26'47,06""",2018-09-13 11:20:59
data/no_defect/0013054-000652-085ECE0550S0-0258.5133S-04057.7359W-20180824103613112.jpg,no_defect,085ECE0550S0,"02º58'51,33""","040º57'73,59""",2018-08-24 10:36:13
data/no_defect/0000049-000002-040ECE0350E0-0433.9996S-03747.5328W-20180905113311593.jpg,no_defect,040ECE0350E0,"04º33'99,96""","037º47'53,28""",2018-09-05 11:33:11
data/no_defect/0000322-000016-040ECE0350E0-0434.1485S-03747.5074W-20180905113258530.jpg,no_defect,040ECE0350E0,"04º34'14,85""","037º47'50,74""",2018-09-05 11:32:58
data/no_defect/0002130-000106-040ECE0330D0-0428.0767S-03748.0830W-20180904123541468.jpg,no_defect,040ECE0330D0,"04º28'07,67""","037º48'08,30""",2018-09-04 12:35:41
data/no_defect/0003836-000191-040ECE0150D0-0359.0518S-03820.6422W-20180904093019945.jpg,no_defect,040ECE0150D0,"03º59'05,18""","038º20'64,22""",2018-09-04 09:30:19
data/no_defect/0001048-000052-025ECE0090S0-0356.0921S-03820.1809W-20180906101141865.jpg,no_defect,025ECE0090S0,"03º56'09,21""","038º20'18,09""",2018-09-06 10:11:41
data/no_defect/0000923-000046-040ECE0348D0-0430.4050S-03748.0102W-20180904123839689.jpg,no_defect,040ECE0348D0,"04º30'40,50""","037º48'01,02""",2018-09-04 12:38:39
data/no_defect/0003343-000167-040ECE0310D0-0424.9918S-03750.8178W-20180904123115069.jpg,no_defect,040ECE0310D0,"04º24'99,18""","037º50'81,78""",2018-09-04 12:31:15
data/no_defect/0002813-000140-025ECE0050S0-0352.7597S-03822.3399W-20180913105112765.jpg,no_defect,025ECE0050S0,"03º52'75,97""","038º22'33,99""",2018-09-13 10:51:12
data/no_defect/0006529-000326-010ECE0020E0-0349.8573S-03826.1146W-20180913111709728.jpg,no_defect,010ECE0020E0,"03º49'85,73""","038º26'11,46""",2018-09-13 11:17:09
data/no_defect/0007631-000381-010ECE0020E0-0349.2680S-03826.0010W-20180913111756351.jpg,no_defect,010ECE0020E0,"03º49'26,80""","038º26'00,10""",2018-09-13 11:17:56
data/no_defect/0007337-000366-040ECE0348D0-0433.8287S-03747.6039W-20180904124245959.jpg,no_defect,040ECE0348D0,"04º33'82,87""","037º47'60,39""",2018-09-04 12:42:45
data/no_defect/0005988-000299-040ECE0150D0-0359.9957S-03819.9352W-20180904093142728.jpg,no_defect,040ECE0150D0,"03º59'99,57""","038º19'93,52""",2018-09-04 09:31:42
data/no_defect/0000496-000024-040ECE0320D0-0425.4000S-03750.4423W-20180904123153127.jpg,no_defect,040ECE0320D0,"04º25'40,00""","037º50'44,23""",2018-09-04 12:31:53
data/no_defect/0000075-000003-040ECE0028E0-0346.0429S-03828.9346W-20180906112542900.jpg,no_defect,040ECE0028E0,"03º46'04,29""","038º28'93,46""",2018-09-06 11:25:42
data/no_defect/0000090-000004-085ECE0230D0-0327.9023S-03909.6566W-20180821145050714.jpg,no_defect,085ECE0230D0,"03º27'90,23""","039º09'65,66""",2018-08-21 14:50:50
data/no_defect/0007300-000365-010ECE0020E0-0349.4485S-03826.0392W-20180913111743671.jpg,no_defect,010ECE0020E0,"03º49'44,85""","038º26'03,92""",2018-09-13 11:17:43
data/no_defect/0005281-000264-040ECE0150D0-0359.6783S-03820.1536W-20180904093115432.jpg,no_defect,040ECE0150D0,"03º59'67,83""","038º20'15,36""",2018-09-04 09:31:15
data/no_defect/0012707-000635-085ECE0550S0-0258.6037S-04057.5723W-20180824103602462.jpg,no_defect,085ECE0550S0,"02º58'60,37""","040º57'57,23""",2018-08-24 10:36:02
data/no_defect/0004136-000206-040ECE0275D0-0417.2602S-03801.4860W-20180904121533014.jpg,no_defect,040ECE0275D0,"04º17'26,02""","038º01'48,60""",2018-09-04 12:15:33
data/no_defect/0000714-000035-040ECE0010D0-0345.1557S-03828.9527W-20180904085018513.jpg,no_defect,040ECE0010D0,"03º45'15,57""","038º28'95,27""",2018-09-04 08:50:18
data/no_defect/0011173-000558-040ECE0275D0-0420.0557S-03758.8972W-20180904121909102.jpg,no_defect,040ECE0275D0,"04º20'05,57""","037º58'89,72""",2018-09-04 12:19:09
data/no_defect/0008261-000413-085ECE0550S0-0257.9478S-04055.2281W-20180824103348895.jpg,no_defect,085ECE0550S0,"02º57'94,78""","040º55'22,81""",2018-08-24 10:33:48
data/no_defect/0002995-000149-040ECE0320D0-0426.3451S-03749.4877W-20180904123311869.jpg,no_defect,040ECE0320D0,"04º26'34,51""","037º49'48,77""",2018-09-04 12:33:11
data/no_defect/0000030-000001-040ECE0010E0-0344.8183S-03828.7939W-20180906112919542.jpg,no_defect,040ECE0010E0,"03º44'81,83""","038º28'79,39""",2018-09-06 11:29:19
data/no_defect/0002190-000109-025ECE0190S0-0403.1718S-03811.1351W-20180906090630047.jpg,no_defect,025ECE0190S0,"04º03'17,18""","038º11'13,51""",2018-09-06 09:06:30
data/no_defect/0008640-000432-085ECE0550S0-0258.0133S-04055.4158W-20180824103403153.jpg,no_defect,085ECE0550S0,"02º58'01,33""","040º55'41,58""",2018-08-24 10:34:03
data/no_defect/0000976-000048-040ECE0028E0-0346.5214S-03828.8988W-20180906112409919.jpg,no_defect,040ECE0028E0,"03º46'52,14""","038º28'89,88""",2018-09-06 11:24:09
data/no_defect/0002567-000128-040ECE0320D0-0426.1826S-03749.6516W-20180904123257931.jpg,no_defect,040ECE0320D0,"04º26'18,26""","037º49'65,16""",2018-09-04 12:32:57
data/no_defect/0000690-000034-040ECE0028E0-0346.3688S-03828.9027W-20180906112439407.jpg,no_defect,040ECE0028E0,"03º46'36,88""","038º28'90,27""",2018-09-06 11:24:39
data/no_defect/0000033-000001-040ECE0010E0-0344.8204S-03828.7942W-20180906112918840.jpg,no_defect,040ECE0010E0,"03º44'82,04""","038º28'79,42""",2018-09-06 11:29:18
data/no_defect/0001769-000088-085ECE0570S0-0301.6312S-04109.7061W-20180824105130517.jpg,no_defect,085ECE0570S0,"03º01'63,12""","041º09'70,61""",2018-08-24 10:51:30
data/no_defect/0000423-000021-085ECE0590S0-0302.8134S-04114.7242W-20180824110008666.jpg,no_defect,085ECE0590S0,"03º02'81,34""","041º14'72,42""",2018-08-24 11:00:08
data/no_defect/0010073-000503-040ECE0275D0-0419.6229S-03759.2987W-20180904121833799.jpg,no_defect,040ECE0275D0,"04º19'62,29""","037º59'29,87""",2018-09-04 12:18:33
data/no_defect/0006125-000306-040ECE0348D0-0433.2022S-03747.8315W-20180904124150135.jpg,no_defect,040ECE0348D0,"04º33'20,22""","037º47'83,15""",2018-09-04 12:41:50
data/no_defect/0001243-000062-040ECE0348D0-0430.5813S-03748.0033W-20180904123853681.jpg,no_defect,040ECE0348D0,"04º30'58,13""","037º48'00,33""",2018-09-04 12:38:53
data/no_defect/0005137-000256-040ECE0070D0-0353.3784S-03826.1845W-20180904091617944.jpg,no_defect,040ECE0070D0,"03º53'37,84""","038º26'18,45""",2018-09-04 09:16:17
data/no_defect/0000357-000017-040ECE0350E0-0434.1608S-03747.5063W-20180905113256952.jpg,no_defect,040ECE0350E0,"04º34'16,08""","037º47'50,63""",2018-09-05 11:32:56
data/no_defect/0008437-000421-085ECE0550S0-0257.9771S-04055.3126W-20180824103356090.jpg,no_defect,085ECE0550S0,"02º57'97,71""","040º55'31,26""",2018-08-24 10:33:56
data/no_defect/0004654-000232-040ECE0070D0-0353.1905S-03826.3596W-20180904091545869.jpg,no_defect,040ECE0070D0,"03º53'19,05""","038º26'35,96""",2018-09-04 09:15:45
data/no_defect/0010904-000545-085ECE0570S0-0302.8541S-04113.8644W-20180824105608027.jpg,no_defect,085ECE0570S0,"03º02'85,41""","041º13'86,44""",2018-08-24 10:56:08
data/no_defect/0008921-000446-040ECE0275D0-0419.1726S-03759.7163W-20180904121758274.jpg,no_defect,040ECE0275D0,"04º19'17,26""","037º59'71,63""",2018-09-04 12:17:58
data/no_defect/0002153-000107-040ECE0150D0-0358.4425S-03821.3121W-20180904092858439.jpg,no_defect,040ECE0150D0,"03º58'44,25""","038º21'31,21""",2018-09-04 09:28:58
data/no_defect/0001937-000096-040ECE0070D0-0352.7057S-03827.7102W-20180904091245369.jpg,no_defect,040ECE0070D0,"03º52'70,57""","038º27'71,02""",2018-09-04 09:12:45
data/no_defect/0003549-000177-085ECE0570S0-0302.1747S-04110.4130W-20180824105216799.jpg,no_defect,085ECE0570S0,"03º02'17,47""","041º10'41,30""",2018-08-24 10:52:16
data/no_defect/0000670-000033-040ECE0320D0-0425.4709S-03750.3699W-20180904123158695.jpg,no_defect,040ECE0320D0,"04º25'47,09""","037º50'36,99""",2018-09-04 12:31:58
data/no_defect/0000025-000001-040ECE0010E0-0344.8160S-03828.7935W-20180906112920306.jpg,no_defect,040ECE0010E0,"03º44'81,60""","038º28'79,35""",2018-09-06 11:29:20
data/no_defect/0000017-000000-040ECE0010E0-0344.8129S-03828.7931W-20180906112921413.jpg,no_defect,040ECE0010E0,"03º44'81,29""","038º28'79,31""",2018-09-06 11:29:21
data/no_defect/0004441-000222-085ECE0570S0-0302.4541S-04110.7761W-20180824105243337.jpg,no_defect,085ECE0570S0,"03º02'45,41""","041º10'77,61""",2018-08-24 10:52:43
data/no_defect/0003240-000162-040ECE0348D0-0431.6587S-03747.9724W-20180904124013930.jpg,no_defect,040ECE0348D0,"04º31'65,87""","037º47'97,24""",2018-09-04 12:40:13
data/no_defect/0001598-000079-040ECE0320D0-0425.8198S-03750.0185W-20180904123227745.jpg,no_defect,040ECE0320D0,"04º25'81,98""","037º50'01,85""",2018-09-04 12:32:27
data/no_defect/0000043-000002-025ECE0030D0-0348.7108S-03825.4404W-20180913103505977.jpg,no_defect,025ECE0030D0,"03º48'71,08""","038º25'44,04""",2018-09-13 10:35:05
data/no_defect/0001014-000050-025ECE0190S0-0402.6609S-03811.4819W-20180906090505288.jpg,no_defect,025ECE0190S0,"04º02'66,09""","038º11'48,19""",2018-09-06 09:05:05
data/no_defect/0000262-000013-025ECE0190S0-0402.4182S-03811.7664W-20180906090359151.jpg,no_defect,025ECE0190S0,"04º02'41,82""","038º11'76,64""",2018-09-06 09:03:59
data/no_defect/0003264-000163-040ECE0070D0-0352.8778S-03827.0401W-20180904091423887.jpg,no_defect,040ECE0070D0,"03º52'87,78""","038º27'04,01""",2018-09-04 09:14:23
data/no_defect/0004468-000223-040ECE0150D0-0359.3034S-03820.4110W-20180904093045041.jpg,no_defect,040ECE0150D0,"03º59'30,34""","038º20'41,10""",2018-09-04 09:30:45
data/no_defect/0007404-000370-085ECE0570S0-0302.4979S-04112.1546W-20180824105412220.jpg,no_defect,085ECE0570S0,"03º02'49,79""","041º12'15,46""",2018-08-24 10:54:12
data/no_defect/0008508-000425-040ECE0150D0-0401.1308S-03819.1444W-20180904093343015.jpg,no_defect,040ECE0150D0,"04º01'13,08""","038º19'14,44""",2018-09-04 09:33:43
data/no_defect/0002578-000128-040ECE0310D0-0424.5826S-03750.9048W-20180904123045042.jpg,no_defect,040ECE0310D0,"04º24'58,26""","037º50'90,48""",2018-09-04 12:30:45
data/no_defect/0002027-000101-040ECE0150D0-0358.3865S-03821.3586W-20180904092852765.jpg,no_defect,040ECE0150D0,"03º58'38,65""","038º21'35,86""",2018-09-04 09:28:52
data/no_defect/0001188-000059-025ECE0190S0-0402.7391S-03811.4289W-20180906090521793.jpg,no_defect,025ECE0190S0,"04º02'73,91""","038º11'42,89""",2018-09-06 09:05:21
data/no_defect/0000581-000029-040ECE0350E0-0434.2837S-03747.4928W-20180905113246847.jpg,no_defect,040ECE0350E0,"04º34'28,37""","037º47'49,28""",2018-09-05 11:32:46
data/no_defect/0002481-000124-040ECE0348D0-0431.2526S-03747.9860W-20180904123947557.jpg,no_defect,040ECE0348D0,"04º31'25,26""","037º47'98,60""",2018-09-04 12:39:47
data/no_defect/0000887-000044-040ECE0010E0-0345.2124S-03828.9647W-20180906112726589.jpg,no_defect,040ECE0010E0,"03º45'21,24""","038º28'96,47""",2018-09-06 11:27:26
data/no_defect/0001401-000070-085ECE0590S0-0303.2885S-04114.7913W-20180824110048153.jpg,no_defect,085ECE0590S0,"03º03'28,85""","041º14'79,13""",2018-08-24 11:00:48
data/no_defect/0011622-000581-040ECE0275D0-0420.2366S-03758.7340W-20180904121923027.jpg,no_defect,040ECE0275D0,"04º20'23,66""","037º58'73,40""",2018-09-04 12:19:23
data/no_defect/0004978-000248-040ECE0070D0-0353.3044S-03826.2235W-20180904091606435.jpg,no_defect,040ECE0070D0,"03º53'30,44""","038º26'22,35""",2018-09-04 09:16:06
data/no_defect/0000460-000023-010ECE0010E0-0346.9411S-03826.2048W-20180913112136888.jpg,no_defect,010ECE0010E0,"03º46'94,11""","038º26'20,48""",2018-09-13 11:21:36
data/no_defect/0012307-000615-085ECE0550S0-0258.6766S-04057.3652W-20180824103550461.jpg,no_defect,085ECE0550S0,"02º58'67,66""","040º57'36,52""",2018-08-24 10:35:50
data/no_defect/0000345-000017-040ECE0010D0-0344.9622S-03828.8861W-20180904084947509.jpg,no_defect,040ECE0010D0,"03º44'96,22""","038º28'88,61""",2018-09-04 08:49:47
data/no_defect/0006391-000319-085ECE0570S0-0302.6323S-04111.6787W-20180824105341135.jpg,no_defect,085ECE0570S0,"03º02'63,23""","041º11'67,87""",2018-08-24 10:53:41
data/no_defect/0002115-000105-040ECE0070D0-0352.7762S-03827.6484W-20180904091301067.jpg,no_defect,040ECE0070D0,"03º52'77,62""","038º27'64,84""",2018-09-04 09:13:01
data/no_defect/0002505-000125-040ECE0330D0-0428.2805S-03748.0748W-20180904123554473.jpg,no_defect,040ECE0330D0,"04º28'28,05""","037º48'07,48""",2018-09-04 12:35:54
